get time: 0.00037274 s, token_id len: 64, device: cuda:0
get time: 0.00011803 s, token_id len: 10, device: cuda:0
get time: 0.00011867 s, token_id len: 10, device: cuda:0
get time: 0.00012401 s, token_id len: 1, device: cuda:0
get time: 0.00012351 s, token_id len: 1, device: cuda:0
get time: 0.00014221 s, token_id len: 64, device: cuda:0
get time: 0.00013630 s, token_id len: 64, device: cuda:0
get time: 0.00012770 s, token_id len: 33, device: cuda:0
get time: 0.00012267 s, token_id len: 33, device: cuda:0
get time: 0.00012277 s, token_id len: 6, device: cuda:0
get time: 0.00012342 s, token_id len: 6, device: cuda:0
get time: 0.00013343 s, token_id len: 13, device: cuda:0
get time: 0.00012826 s, token_id len: 13, device: cuda:0
get time: 0.00012235 s, token_id len: 24, device: cuda:0
get time: 0.00013963 s, token_id len: 24, device: cuda:0
get time: 0.00012553 s, token_id len: 9, device: cuda:0
get time: 0.00012044 s, token_id len: 9, device: cuda:0
get time: 0.00011826 s, token_id len: 7, device: cuda:0
get time: 0.00011936 s, token_id len: 7, device: cuda:0
get time: 0.00011885 s, token_id len: 9, device: cuda:0
get time: 0.00011764 s, token_id len: 9, device: cuda:0
get time: 0.00011864 s, token_id len: 2, device: cuda:0
get time: 0.00011942 s, token_id len: 2, device: cuda:0
get time: 0.00011548 s, token_id len: 2, device: cuda:0
get time: 0.00011820 s, token_id len: 2, device: cuda:0
get time: 0.00013078 s, token_id len: 17, device: cuda:0
get time: 0.00012760 s, token_id len: 17, device: cuda:0
get time: 0.00012340 s, token_id len: 18, device: cuda:0
get time: 0.00012168 s, token_id len: 18, device: cuda:0
get time: 0.00011975 s, token_id len: 6, device: cuda:0
get time: 0.00012012 s, token_id len: 6, device: cuda:0
get time: 0.00011731 s, token_id len: 8, device: cuda:0
get time: 0.00014724 s, token_id len: 8, device: cuda:0
get time: 0.00012122 s, token_id len: 5, device: cuda:0
get time: 0.00011911 s, token_id len: 5, device: cuda:0
get time: 0.00011850 s, token_id len: 9, device: cuda:0
get time: 0.00011932 s, token_id len: 9, device: cuda:0
get time: 0.00012262 s, token_id len: 1, device: cuda:0
get time: 0.00012184 s, token_id len: 1, device: cuda:0
get time: 0.00013332 s, token_id len: 40, device: cuda:0
get time: 0.00012722 s, token_id len: 40, device: cuda:0
get time: 0.00012027 s, token_id len: 3, device: cuda:0
get time: 0.00012021 s, token_id len: 3, device: cuda:0
get time: 0.00012628 s, token_id len: 1, device: cuda:0
get time: 0.00012405 s, token_id len: 1, device: cuda:0
get time: 0.00012149 s, token_id len: 1, device: cuda:0
get time: 0.00012321 s, token_id len: 1, device: cuda:0
get time: 0.00011696 s, token_id len: 2, device: cuda:0
get time: 0.00011909 s, token_id len: 2, device: cuda:0
get time: 0.00011767 s, token_id len: 9, device: cuda:0
get time: 0.00011694 s, token_id len: 9, device: cuda:0
get time: 0.00012437 s, token_id len: 6, device: cuda:0
get time: 0.00011990 s, token_id len: 6, device: cuda:0
get time: 0.00013486 s, token_id len: 45, device: cuda:0
get time: 0.00012755 s, token_id len: 45, device: cuda:0
get time: 0.00012205 s, token_id len: 55, device: cuda:0
get time: 0.00012518 s, token_id len: 55, device: cuda:0
get time: 0.00012027 s, token_id len: 57, device: cuda:0
get time: 0.00012185 s, token_id len: 57, device: cuda:0
get time: 0.00011852 s, token_id len: 58, device: cuda:0
get time: 0.00011997 s, token_id len: 58, device: cuda:0
get time: 0.00012567 s, token_id len: 64, device: cuda:0
get time: 0.00012003 s, token_id len: 64, device: cuda:0
get time: 0.00011887 s, token_id len: 64, device: cuda:0
get time: 0.00012058 s, token_id len: 64, device: cuda:0
get time: 0.00011858 s, token_id len: 26, device: cuda:0
get time: 0.00012102 s, token_id len: 26, device: cuda:0
get time: 0.00013296 s, token_id len: 28, device: cuda:0
get time: 0.00012849 s, token_id len: 28, device: cuda:0
get time: 0.00012177 s, token_id len: 64, device: cuda:0
get time: 0.00012212 s, token_id len: 64, device: cuda:0
get time: 0.00011851 s, token_id len: 64, device: cuda:0
get time: 0.00011978 s, token_id len: 64, device: cuda:0
get time: 0.00011859 s, token_id len: 64, device: cuda:0
get time: 0.00011890 s, token_id len: 64, device: cuda:0
get time: 0.00013063 s, token_id len: 26, device: cuda:0
get time: 0.00012217 s, token_id len: 26, device: cuda:0
get time: 0.00013692 s, token_id len: 28, device: cuda:0
get time: 0.00013968 s, token_id len: 28, device: cuda:0
get time: 0.00012068 s, token_id len: 64, device: cuda:0
get time: 0.00012236 s, token_id len: 64, device: cuda:0
get time: 0.00011881 s, token_id len: 64, device: cuda:0
get time: 0.00012131 s, token_id len: 64, device: cuda:0
get time: 0.00011848 s, token_id len: 64, device: cuda:0
get time: 0.00011977 s, token_id len: 64, device: cuda:0
get time: 0.00012001 s, token_id len: 26, device: cuda:0
get time: 0.00011986 s, token_id len: 26, device: cuda:0
get time: 0.00013633 s, token_id len: 28, device: cuda:0
get time: 0.00012838 s, token_id len: 28, device: cuda:0
get time: 0.00012053 s, token_id len: 64, device: cuda:0
get time: 0.00012184 s, token_id len: 64, device: cuda:0
get time: 0.00012079 s, token_id len: 64, device: cuda:0
get time: 0.00012094 s, token_id len: 64, device: cuda:0
get time: 0.00011961 s, token_id len: 64, device: cuda:0
get time: 0.00011905 s, token_id len: 64, device: cuda:0
get time: 0.00011768 s, token_id len: 26, device: cuda:0
get time: 0.00011894 s, token_id len: 26, device: cuda:0
get time: 0.00013018 s, token_id len: 2, device: cuda:0
get time: 0.00012684 s, token_id len: 2, device: cuda:0
get time: 0.00013471 s, token_id len: 29, device: cuda:0
get time: 0.00012968 s, token_id len: 29, device: cuda:0
get time: 0.00012255 s, token_id len: 58, device: cuda:0
get time: 0.00012286 s, token_id len: 58, device: cuda:0
get time: 0.00012122 s, token_id len: 64, device: cuda:0
get time: 0.00012140 s, token_id len: 64, device: cuda:0
get time: 0.00011941 s, token_id len: 64, device: cuda:0
get time: 0.00014130 s, token_id len: 64, device: cuda:0
get time: 0.00013784 s, token_id len: 64, device: cuda:0
get time: 0.00012189 s, token_id len: 64, device: cuda:0
get time: 0.00011853 s, token_id len: 64, device: cuda:0
get time: 0.00011903 s, token_id len: 64, device: cuda:0
get time: 0.00011930 s, token_id len: 26, device: cuda:0
get time: 0.00011913 s, token_id len: 26, device: cuda:0
get time: 0.00013818 s, token_id len: 28, device: cuda:0
get time: 0.00012787 s, token_id len: 28, device: cuda:0
get time: 0.00012189 s, token_id len: 64, device: cuda:0
get time: 0.00012211 s, token_id len: 64, device: cuda:0
get time: 0.00012076 s, token_id len: 64, device: cuda:0
get time: 0.00013711 s, token_id len: 64, device: cuda:0
get time: 0.00011880 s, token_id len: 64, device: cuda:0
get time: 0.00011877 s, token_id len: 64, device: cuda:0
get time: 0.00011890 s, token_id len: 26, device: cuda:0
get time: 0.00011990 s, token_id len: 26, device: cuda:0
get time: 0.00013558 s, token_id len: 28, device: cuda:0
get time: 0.00012911 s, token_id len: 28, device: cuda:0
get time: 0.00012233 s, token_id len: 64, device: cuda:0
get time: 0.00012037 s, token_id len: 64, device: cuda:0
get time: 0.00012033 s, token_id len: 64, device: cuda:0
get time: 0.00012265 s, token_id len: 64, device: cuda:0
get time: 0.00011818 s, token_id len: 64, device: cuda:0
get time: 0.00011962 s, token_id len: 64, device: cuda:0
get time: 0.00012462 s, token_id len: 26, device: cuda:0
get time: 0.00012239 s, token_id len: 26, device: cuda:0
get time: 0.00013888 s, token_id len: 4, device: cuda:0
get time: 0.00013171 s, token_id len: 4, device: cuda:0
get time: 0.00012286 s, token_id len: 15, device: cuda:0
get time: 0.00012119 s, token_id len: 15, device: cuda:0
get time: 0.00012013 s, token_id len: 9, device: cuda:0
get time: 0.00012140 s, token_id len: 9, device: cuda:0
get time: 0.00011746 s, token_id len: 10, device: cuda:0
get time: 0.00011879 s, token_id len: 10, device: cuda:0
get time: 0.00011891 s, token_id len: 6, device: cuda:0
get time: 0.00011872 s, token_id len: 6, device: cuda:0
get time: 0.00013626 s, token_id len: 25, device: cuda:0
get time: 0.00012916 s, token_id len: 25, device: cuda:0
get time: 0.00012345 s, token_id len: 14, device: cuda:0
get time: 0.00011986 s, token_id len: 14, device: cuda:0
get time: 0.00011861 s, token_id len: 4, device: cuda:0
get time: 0.00011946 s, token_id len: 4, device: cuda:0
get time: 0.00011930 s, token_id len: 13, device: cuda:0
get time: 0.00014110 s, token_id len: 13, device: cuda:0
get time: 0.00012060 s, token_id len: 2, device: cuda:0
get time: 0.00011893 s, token_id len: 2, device: cuda:0
get time: 0.00011920 s, token_id len: 2, device: cuda:0
get time: 0.00011841 s, token_id len: 2, device: cuda:0
get time: 0.00011961 s, token_id len: 4, device: cuda:0
get time: 0.00011791 s, token_id len: 4, device: cuda:0
get time: 0.00013191 s, token_id len: 25, device: cuda:0
get time: 0.00012916 s, token_id len: 25, device: cuda:0
get time: 0.00012276 s, token_id len: 18, device: cuda:0
get time: 0.00012550 s, token_id len: 18, device: cuda:0
get time: 0.00011908 s, token_id len: 4, device: cuda:0
get time: 0.00011991 s, token_id len: 4, device: cuda:0
get time: 0.00011938 s, token_id len: 10, device: cuda:0
get time: 0.00011987 s, token_id len: 10, device: cuda:0
get time: 0.00011902 s, token_id len: 8, device: cuda:0
get time: 0.00011758 s, token_id len: 8, device: cuda:0
get time: 0.00011925 s, token_id len: 3, device: cuda:0
get time: 0.00012765 s, token_id len: 3, device: cuda:0
get time: 0.00013706 s, token_id len: 55, device: cuda:0
get time: 0.00012911 s, token_id len: 55, device: cuda:0
get time: 0.00012226 s, token_id len: 54, device: cuda:0
get time: 0.00012162 s, token_id len: 54, device: cuda:0
get time: 0.00011844 s, token_id len: 57, device: cuda:0
get time: 0.00011990 s, token_id len: 57, device: cuda:0
get time: 0.00011774 s, token_id len: 55, device: cuda:0
get time: 0.00011973 s, token_id len: 55, device: cuda:0
get time: 0.00011816 s, token_id len: 61, device: cuda:0
get time: 0.00012067 s, token_id len: 61, device: cuda:0
get time: 0.00011776 s, token_id len: 61, device: cuda:0
get time: 0.00012020 s, token_id len: 61, device: cuda:0
get time: 0.00012058 s, token_id len: 26, device: cuda:0
get time: 0.00011951 s, token_id len: 26, device: cuda:0
get time: 0.00013046 s, token_id len: 28, device: cuda:0
get time: 0.00012533 s, token_id len: 28, device: cuda:0
get time: 0.00012078 s, token_id len: 64, device: cuda:0
get time: 0.00012108 s, token_id len: 64, device: cuda:0
get time: 0.00011954 s, token_id len: 64, device: cuda:0
get time: 0.00012025 s, token_id len: 64, device: cuda:0
get time: 0.00012064 s, token_id len: 64, device: cuda:0
get time: 0.00013265 s, token_id len: 64, device: cuda:0
get time: 0.00012216 s, token_id len: 26, device: cuda:0
get time: 0.00012008 s, token_id len: 26, device: cuda:0
get time: 0.00013582 s, token_id len: 5, device: cuda:0
get time: 0.00012760 s, token_id len: 5, device: cuda:0
get time: 0.00012256 s, token_id len: 15, device: cuda:0
get time: 0.00012208 s, token_id len: 15, device: cuda:0
get time: 0.00012056 s, token_id len: 5, device: cuda:0
get time: 0.00012060 s, token_id len: 5, device: cuda:0
get time: 0.00012084 s, token_id len: 6, device: cuda:0
get time: 0.00012584 s, token_id len: 6, device: cuda:0
get time: 0.00011949 s, token_id len: 3, device: cuda:0
get time: 0.00011937 s, token_id len: 3, device: cuda:0
get time: 0.00013767 s, token_id len: 43, device: cuda:0
get time: 0.00013007 s, token_id len: 43, device: cuda:0
get time: 0.00012389 s, token_id len: 59, device: cuda:0
get time: 0.00012186 s, token_id len: 59, device: cuda:0
get time: 0.00012070 s, token_id len: 60, device: cuda:0
get time: 0.00012116 s, token_id len: 60, device: cuda:0
get time: 0.00011785 s, token_id len: 58, device: cuda:0
get time: 0.00013108 s, token_id len: 58, device: cuda:0
get time: 0.00012209 s, token_id len: 63, device: cuda:0
get time: 0.00012122 s, token_id len: 63, device: cuda:0
get time: 0.00011846 s, token_id len: 61, device: cuda:0
get time: 0.00011895 s, token_id len: 61, device: cuda:0
get time: 0.00012052 s, token_id len: 25, device: cuda:0
get time: 0.00011924 s, token_id len: 25, device: cuda:0
get time: 0.00013326 s, token_id len: 28, device: cuda:0
get time: 0.00012740 s, token_id len: 28, device: cuda:0
get time: 0.00012211 s, token_id len: 64, device: cuda:0
get time: 0.00012227 s, token_id len: 64, device: cuda:0
get time: 0.00012007 s, token_id len: 64, device: cuda:0
get time: 0.00012065 s, token_id len: 64, device: cuda:0
get time: 0.00011932 s, token_id len: 64, device: cuda:0
get time: 0.00013787 s, token_id len: 64, device: cuda:0
get time: 0.00011885 s, token_id len: 26, device: cuda:0
get time: 0.00012034 s, token_id len: 26, device: cuda:0
get time: 0.00013812 s, token_id len: 28, device: cuda:0
get time: 0.00013009 s, token_id len: 28, device: cuda:0
get time: 0.00012315 s, token_id len: 64, device: cuda:0
get time: 0.00012121 s, token_id len: 64, device: cuda:0
get time: 0.00011934 s, token_id len: 64, device: cuda:0
get time: 0.00012422 s, token_id len: 64, device: cuda:0
get time: 0.00011850 s, token_id len: 64, device: cuda:0
get time: 0.00011810 s, token_id len: 64, device: cuda:0
get time: 0.00013040 s, token_id len: 26, device: cuda:0
get time: 0.00011972 s, token_id len: 26, device: cuda:0
get time: 0.00013700 s, token_id len: 13, device: cuda:0
get time: 0.00012983 s, token_id len: 13, device: cuda:0
get time: 0.00012335 s, token_id len: 9, device: cuda:0
get time: 0.00012210 s, token_id len: 9, device: cuda:0
get time: 0.00011954 s, token_id len: 6, device: cuda:0
get time: 0.00012063 s, token_id len: 6, device: cuda:0
get time: 0.00011870 s, token_id len: 4, device: cuda:0
get time: 0.00012057 s, token_id len: 4, device: cuda:0
get time: 0.00013203 s, token_id len: 41, device: cuda:0
get time: 0.00012939 s, token_id len: 41, device: cuda:0
get time: 0.00012362 s, token_id len: 60, device: cuda:0
get time: 0.00012205 s, token_id len: 60, device: cuda:0
get time: 0.00011884 s, token_id len: 53, device: cuda:0
get time: 0.00012090 s, token_id len: 53, device: cuda:0
get time: 0.00011762 s, token_id len: 61, device: cuda:0
get time: 0.00012194 s, token_id len: 61, device: cuda:0
get time: 0.00011835 s, token_id len: 64, device: cuda:0
get time: 0.00012058 s, token_id len: 64, device: cuda:0
get time: 0.00011850 s, token_id len: 64, device: cuda:0
get time: 0.00012001 s, token_id len: 64, device: cuda:0
get time: 0.00011940 s, token_id len: 26, device: cuda:0
get time: 0.00013090 s, token_id len: 26, device: cuda:0
get time: 0.00015110 s, token_id len: 9, device: cuda:0
get time: 0.00013274 s, token_id len: 9, device: cuda:0
get time: 0.00012208 s, token_id len: 11, device: cuda:0
get time: 0.00012122 s, token_id len: 11, device: cuda:0
get time: 0.00011854 s, token_id len: 5, device: cuda:0
get time: 0.00011905 s, token_id len: 5, device: cuda:0
get time: 0.00011835 s, token_id len: 5, device: cuda:0
get time: 0.00011771 s, token_id len: 5, device: cuda:0
get time: 0.00013893 s, token_id len: 45, device: cuda:0
get time: 0.00012896 s, token_id len: 45, device: cuda:0
get time: 0.00012150 s, token_id len: 55, device: cuda:0
get time: 0.00012081 s, token_id len: 55, device: cuda:0
get time: 0.00011919 s, token_id len: 57, device: cuda:0
get time: 0.00012043 s, token_id len: 57, device: cuda:0
get time: 0.00011809 s, token_id len: 59, device: cuda:0
get time: 0.00011968 s, token_id len: 59, device: cuda:0
get time: 0.00011801 s, token_id len: 64, device: cuda:0
get time: 0.00011955 s, token_id len: 64, device: cuda:0
get time: 0.00011783 s, token_id len: 63, device: cuda:0
get time: 0.00012071 s, token_id len: 63, device: cuda:0
get time: 0.00011890 s, token_id len: 26, device: cuda:0
get time: 0.00013713 s, token_id len: 26, device: cuda:0
get time: 0.00013590 s, token_id len: 28, device: cuda:0
get time: 0.00012918 s, token_id len: 28, device: cuda:0
get time: 0.00012474 s, token_id len: 64, device: cuda:0
get time: 0.00012292 s, token_id len: 64, device: cuda:0
get time: 0.00012036 s, token_id len: 64, device: cuda:0
get time: 0.00012111 s, token_id len: 64, device: cuda:0
get time: 0.00011813 s, token_id len: 64, device: cuda:0
get time: 0.00012130 s, token_id len: 64, device: cuda:0
get time: 0.00012546 s, token_id len: 26, device: cuda:0
get time: 0.00011970 s, token_id len: 26, device: cuda:0
get time: 0.00013018 s, token_id len: 28, device: cuda:0
get time: 0.00012549 s, token_id len: 28, device: cuda:0
get time: 0.00012042 s, token_id len: 64, device: cuda:0
get time: 0.00012027 s, token_id len: 64, device: cuda:0
get time: 0.00011732 s, token_id len: 64, device: cuda:0
get time: 0.00011859 s, token_id len: 64, device: cuda:0
get time: 0.00011901 s, token_id len: 64, device: cuda:0
get time: 0.00012167 s, token_id len: 64, device: cuda:0
get time: 0.00011971 s, token_id len: 26, device: cuda:0
get time: 0.00011904 s, token_id len: 26, device: cuda:0
get time: 0.00013586 s, token_id len: 4, device: cuda:0
get time: 0.00012899 s, token_id len: 4, device: cuda:0
get time: 0.00012382 s, token_id len: 7, device: cuda:0
get time: 0.00012488 s, token_id len: 7, device: cuda:0
get time: 0.00011862 s, token_id len: 2, device: cuda:0
get time: 0.00011778 s, token_id len: 2, device: cuda:0
get time: 0.00012340 s, token_id len: 5, device: cuda:0
get time: 0.00011983 s, token_id len: 5, device: cuda:0
get time: 0.00013694 s, token_id len: 38, device: cuda:0
get time: 0.00013114 s, token_id len: 38, device: cuda:0
get time: 0.00012255 s, token_id len: 59, device: cuda:0
get time: 0.00012205 s, token_id len: 59, device: cuda:0
get time: 0.00012036 s, token_id len: 58, device: cuda:0
get time: 0.00012079 s, token_id len: 58, device: cuda:0
get time: 0.00011822 s, token_id len: 62, device: cuda:0
get time: 0.00011890 s, token_id len: 62, device: cuda:0
get time: 0.00012000 s, token_id len: 64, device: cuda:0
get time: 0.00012115 s, token_id len: 64, device: cuda:0
get time: 0.00011766 s, token_id len: 62, device: cuda:0
get time: 0.00011970 s, token_id len: 62, device: cuda:0
get time: 0.00011852 s, token_id len: 26, device: cuda:0
get time: 0.00012038 s, token_id len: 26, device: cuda:0
get time: 0.00013858 s, token_id len: 11, device: cuda:0
get time: 0.00012880 s, token_id len: 11, device: cuda:0
get time: 0.00012220 s, token_id len: 15, device: cuda:0
get time: 0.00012157 s, token_id len: 15, device: cuda:0
get time: 0.00012104 s, token_id len: 4, device: cuda:0
get time: 0.00013371 s, token_id len: 4, device: cuda:0
get time: 0.00012347 s, token_id len: 9, device: cuda:0
get time: 0.00011922 s, token_id len: 9, device: cuda:0
get time: 0.00012440 s, token_id len: 1, device: cuda:0
get time: 0.00012324 s, token_id len: 1, device: cuda:0
get time: 0.00013483 s, token_id len: 41, device: cuda:0
get time: 0.00012826 s, token_id len: 41, device: cuda:0
get time: 0.00012747 s, token_id len: 57, device: cuda:0
get time: 0.00012268 s, token_id len: 57, device: cuda:0
get time: 0.00011981 s, token_id len: 53, device: cuda:0
get time: 0.00012107 s, token_id len: 53, device: cuda:0
get time: 0.00011958 s, token_id len: 64, device: cuda:0
get time: 0.00012120 s, token_id len: 64, device: cuda:0
get time: 0.00013677 s, token_id len: 64, device: cuda:0
get time: 0.00012004 s, token_id len: 64, device: cuda:0
get time: 0.00011871 s, token_id len: 64, device: cuda:0
get time: 0.00012051 s, token_id len: 64, device: cuda:0
get time: 0.00012165 s, token_id len: 26, device: cuda:0
get time: 0.00011993 s, token_id len: 26, device: cuda:0
get time: 0.00013054 s, token_id len: 9, device: cuda:0
get time: 0.00012764 s, token_id len: 9, device: cuda:0
get time: 0.00012090 s, token_id len: 22, device: cuda:0
get time: 0.00012116 s, token_id len: 22, device: cuda:0
get time: 0.00011993 s, token_id len: 4, device: cuda:0
get time: 0.00014239 s, token_id len: 4, device: cuda:0
